id,Activity_Date,ActivityDay,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,ModeratelyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalSteps,ActivityLevel,Calories,CalorieLevel,totalsleeprecords,totalminutesasleep,totaltimeinbed
2022484408,2016-05-12,Thursday,6.40999984741211,1.27999997138977,0.670000016689301,4.44000005722046,0,16,16,236,728,9117,Moderately Active,1853,Medium,0,0,0
2026352035,2016-04-12,Tuesday,2.74000000953674,0.189999997615814,0.349999994039536,2.20000004768372,0,3,8,181,706,4414,Light Active,1459,Low,1,503,546
2026352035,2016-04-13,Wednesday,3.09999990463257,0,0,3.09999990463257,0,0,0,238,663,4993,Light Active,1521,Low,1,531,565
2026352035,2016-04-14,Thursday,2.0699999332428,0,0,2.04999995231628,0,0,0,197,653,3335,Light Active,1431,Low,1,545,568
2026352035,2016-04-15,Friday,2.36999988555908,0,0,2.36999988555908,0,0,0,188,687,3821,Light Active,1444,Low,1,523,573
2026352035,2016-04-16,Saturday,1.58000004291534,0,0,1.58000004291534,0,0,0,150,728,2547,Light Active,1373,Low,1,524,567
2026352035,2016-04-17,Sunday,0.519999980926514,0,0,0.519999980926514,0,0,0,60,1053,838,Light Active,1214,Low,1,437,498
2026352035,2016-04-18,Monday,2.05999994277954,0,0,2.05999994277954,0,0,0,182,1062,3325,Light Active,1419,Low,0,0,0
2026352035,2016-04-19,Tuesday,1.5,0,0,1.5,0,0,0,141,785,2424,Light Active,1356,Low,1,498,540
2026352035,2016-04-20,Wednesday,4.48000001907349,0,0,4.48000001907349,0,0,0,327,623,7222,Moderately Active,1667,Low,1,461,510
2026352035,2016-04-21,Thursday,1.52999997138977,0,0,1.52999997138977,0,0,0,153,749,2467,Light Active,1370,Low,1,477,514
2026352035,2016-04-22,Friday,1.80999994277954,0,0,1.80999994277954,0,0,0,162,712,2915,Light Active,1399,Low,1,520,545
2026352035,2016-04-23,Saturday,7.71000003814697,0,0,7.71000003814697,0,0,0,432,458,12357,Moderately Active,1916,Medium,1,522,554
2026352035,2016-04-24,Sunday,2.16000008583069,0,0,2.16000008583069,0,0,0,164,704,3490,Light Active,1401,Low,1,555,591
2026352035,2016-04-25,Monday,3.73000001907349,0,0,3.73000001907349,0,0,0,260,821,6017,Moderately Active,1576,Low,1,506,531
2026352035,2016-04-26,Tuesday,3.6800000667572,0,0,3.6800000667572,0,0,0,288,1018,5933,Moderately Active,1595,Low,0,0,0
2026352035,2016-04-27,Wednesday,3.76999998092651,0,0,3.76999998092651,0,0,0,286,586,6088,Moderately Active,1593,Low,1,508,545
2026352035,2016-04-28,Thursday,3.95000004768372,0,0,3.95000004768372,0,0,0,331,626,6375,Moderately Active,1649,Low,1,513,545
2026352035,2016-04-29,Friday,4.71000003814697,0,0,4.71000003814697,0,0,0,352,492,7604,Moderately Active,1692,Low,1,490,510
2026352035,2016-04-30,Saturday,2.9300000667572,0,0,2.9300000667572,0,0,0,233,594,4729,Light Active,1506,Low,1,573,607
2026352035,2016-05-01,Sunday,2.27999997138977,0,0,2.27999997138977,0,0,0,191,716,3609,Light Active,1447,Low,1,527,546
2026352035,2016-05-02,Monday,4.34999990463257,0,0,4.34999990463257,0,0,0,355,716,7018,Moderately Active,1690,Low,1,511,543
2026352035,2016-05-03,Tuesday,3.72000002861023,0,0,3.72000002861023,0,0,0,304,981,5992,Moderately Active,1604,Low,0,0,0
2026352035,2016-05-04,Wednesday,4.07000017166138,0,0,4.07000017166138,0,0,0,345,530,6564,Moderately Active,1658,Low,1,538,560
2026352035,2016-05-05,Thursday,7.53999996185303,0,0,7.53999996185303,0,0,0,475,479,12167,Moderately Active,1926,Medium,1,468,485
2026352035,2016-05-06,Friday,5.07999992370605,0,0,5.07999992370605,0,0,0,383,511,8198,Moderately Active,1736,Low,1,524,548
2026352035,2016-05-07,Saturday,2.59999990463257,0,0,2.59999990463257,0,0,0,229,665,4193,Light Active,1491,Low,1,511,521
2026352035,2016-05-08,Sunday,3.45000004768372,0,0,3.45000004768372,0,0,0,258,610,5528,Moderately Active,1555,Low,1,541,568
2026352035,2016-05-09,Monday,6.61999988555908,0,0,6.59999990463257,0,0,0,401,543,10685,Moderately Active,1869,Medium,1,531,556
2026352035,2016-05-10,Tuesday,0.159999996423721,0,0,0.159999996423721,0,0,0,17,1002,254,Sedentary,1141,Low,1,357,380
2026352035,2016-05-11,Wednesday,5.32000017166138,0,0,5.32000017166138,0,0,0,330,569,8580,Moderately Active,1698,Low,1,523,553
2026352035,2016-05-12,Thursday,5.51000022888184,0,0,5.51000022888184,0,0,0,343,330,8891,Moderately Active,1364,Low,1,456,485
2320127002,2016-04-12,Tuesday,7.48999977111816,1.16999995708466,0.310000002384186,6.01000022888184,0,13,9,306,1112,10725,Moderately Active,2124,Medium,0,0,0
2320127002,2016-04-13,Wednesday,4.90000009536743,0,0,4.90000009536743,0,0,0,335,1105,7275,Moderately Active,2003,Medium,0,0,0
2320127002,2016-04-14,Thursday,2.6800000667572,0,0,2.6800000667572,0,0,0,191,1249,3973,Light Active,1696,Low,0,0,0
2320127002,2016-04-15,Friday,3.50999999046326,0,0,3.50999999046326,0,0,0,245,1195,5205,Moderately Active,1801,Medium,0,0,0
2320127002,2016-04-16,Saturday,3.41000008583069,0,0,3.40000009536743,0,0,0,195,1245,5057,Moderately Active,1724,Low,0,0,0
2320127002,2016-04-17,Sunday,4.17999982833862,0,0,4.17999982833862,0,0,0,249,1191,6198,Moderately Active,1852,Medium,0,0,0
2320127002,2016-04-18,Monday,4.42000007629395,0,0.259999990463257,4.1399998664856,0,0,7,260,1173,6559,Moderately Active,1905,Medium,0,0,0
2320127002,2016-04-19,Tuesday,4.03999996185303,0,0.379999995231628,3.66000008583069,0,0,11,228,1201,5997,Moderately Active,1811,Medium,0,0,0
2320127002,2016-04-20,Wednesday,4.84999990463257,0,0.490000009536743,4.34000015258789,0,0,11,283,1146,7192,Moderately Active,1922,Medium,0,0,0
2320127002,2016-04-21,Thursday,2.28999996185303,0.0599999986588955,0.419999986886978,1.80999994277954,0,1,10,127,1302,3404,Light Active,1610,Low,0,0,0
2320127002,2016-04-22,Friday,3.75999999046326,0,0,3.75999999046326,0,0,0,266,1174,5583,Moderately Active,1851,Medium,0,0,0
2320127002,2016-04-23,Saturday,3.42000007629395,0,0,3.42000007629395,0,0,0,242,1129,5079,Moderately Active,1804,Medium,1,61,69
2320127002,2016-04-24,Sunday,2.80999994277954,0,0,2.79999995231628,0,0,0,204,1236,4165,Light Active,1725,Low,0,0,0
2320127002,2016-04-25,Monday,2.42000007629395,0.230000004172325,0.200000002980232,1.99000000953674,0,3,5,152,1280,3588,Light Active,1654,Low,0,0,0
2320127002,2016-04-26,Tuesday,2.29999995231628,0,0,2.29999995231628,0,0,0,147,1293,3409,Light Active,1632,Low,0,0,0
2320127002,2016-04-27,Wednesday,1.1599999666214,0,0,1.1599999666214,0,0,0,82,1358,1715,Light Active,1481,Low,0,0,0
2320127002,2016-04-28,Thursday,1.02999997138977,0,0,1.02999997138977,0,0,0,76,1364,1532,Light Active,1473,Low,0,0,0
2320127002,2016-04-29,Friday,0.620000004768372,0,0,0.620000004768372,0,0,0,45,1395,924,Light Active,1410,Low,0,0,0
2320127002,2016-04-30,Saturday,3.07999992370605,0,0,3.0699999332428,0,0,0,234,1206,4571,Light Active,1779,Low,0,0,0
2320127002,2016-05-01,Sunday,0.519999980926514,0,0,0.519999980926514,0,0,0,40,1400,772,Light Active,1403,Low,0,0,0
2320127002,2016-05-02,Monday,2.45000004768372,0.360000014305115,0.209999993443489,1.87999999523163,0,5,6,123,1306,3634,Light Active,1613,Low,0,0,0
2320127002,2016-05-03,Tuesday,5.01999998092651,1.49000000953674,0.370000004768372,3.16000008583069,0,20,10,206,1204,7443,Moderately Active,1878,Medium,0,0,0
2320127002,2016-05-04,Wednesday,0.810000002384186,0,0,0.810000002384186,0,0,0,52,1388,1201,Light Active,1426,Low,0,0,0
2320127002,2016-05-05,Thursday,3.50999999046326,0,0.389999985694885,3.10999989509583,0,0,11,223,1206,5202,Moderately Active,1780,Low,0,0,0
2320127002,2016-05-06,Friday,3.28999996185303,0,0,3.28999996185303,0,0,0,204,1236,4878,Light Active,1742,Low,0,0,0
2320127002,2016-05-07,Saturday,4.96999979019165,0,0,4.96999979019165,0,0,0,319,1121,7379,Moderately Active,1972,Medium,0,0,0
2320127002,2016-05-08,Sunday,3.48000001907349,0,0,3.47000002861023,0,0,0,247,1193,5161,Moderately Active,1821,Medium,0,0,0
2320127002,2016-05-09,Monday,2.07999992370605,0,0,2.07999992370605,0,0,0,145,1295,3090,Light Active,1630,Low,0,0,0
2320127002,2016-05-10,Tuesday,4.19999980926514,0,0,4.19999980926514,0,0,0,290,1150,6227,Moderately Active,1899,Medium,0,0,0
2320127002,2016-05-11,Wednesday,4.32999992370605,0,0,4.32999992370605,0,0,0,300,1140,6424,Moderately Active,1903,Medium,0,0,0
2320127002,2016-05-12,Thursday,1.78999996185303,0,0,1.78999996185303,0,0,0,128,830,2661,Light Active,1125,Low,0,0,0
2347167796,2016-04-12,Tuesday,6.82999992370605,2,0.620000004768372,4.19999980926514,0,28,13,320,964,10113,Moderately Active,2344,Medium,0,0,0
2347167796,2016-04-13,Wednesday,7.01000022888184,1.6599999666214,1.94000005722046,3.41000008583069,0,19,32,195,676,10352,Moderately Active,2038,Medium,1,467,531
2347167796,2016-04-14,Thursday,6.69999980926514,0.0199999995529652,2.74000000953674,3.94000005722046,0,1,48,206,705,10129,Moderately Active,2010,Medium,1,445,489
2347167796,2016-04-15,Friday,6.92000007629395,0.0700000002980232,1.41999995708466,5.42999982833862,0,1,24,284,720,10465,Moderately Active,2133,Medium,1,452,504
2347167796,2016-04-16,Saturday,15.0799999237061,5.44999980926514,4.09999990463257,5.53000020980835,0,66,72,268,968,22244,Very Active,2670,High,0,0,0
2347167796,2016-04-17,Sunday,3.61999988555908,0.0799999982118607,0.280000001192093,3.25999999046326,0,1,7,249,508,5472,Moderately Active,1882,Medium,1,556,602
2347167796,2016-04-18,Monday,5.44999980926514,0.790000021457672,0.860000014305115,3.78999996185303,0,11,16,206,678,8247,Moderately Active,1944,Medium,1,500,557
2347167796,2016-04-19,Tuesday,4.44000005722046,0,0,4.44000005722046,0,0,7,382,648,6711,Moderately Active,2346,Medium,1,465,514
2347167796,2016-04-20,Wednesday,7.26999998092651,0.680000007152557,1.80999994277954,4.78000020980835,0,11,43,269,1011,10999,Moderately Active,2198,Medium,0,0,0
2347167796,2016-04-21,Thursday,6.75,1.85000002384186,1.52999997138977,3.38000011444092,0,23,26,208,761,10080,Moderately Active,2048,Medium,1,460,484
2347167796,2016-04-22,Friday,5.15999984741211,0.560000002384186,1.67999994754791,2.92000007629395,0,9,27,206,781,7804,Moderately Active,1946,Medium,1,405,461
2347167796,2016-04-23,Saturday,11.3699998855591,2.77999997138977,1.45000004768372,7.15000009536743,0,32,35,360,591,16901,Very Active,2629,High,1,374,386
2347167796,2016-04-24,Sunday,6.26000022888184,0,0,6.26000022888184,0,0,0,360,584,9471,Moderately Active,2187,Medium,1,442,459
2347167796,2016-04-25,Monday,6.38000011444092,1.26999998092651,0.519999980926514,4.59999990463257,0,15,11,277,653,9482,Moderately Active,2095,Medium,1,433,471
2347167796,2016-04-26,Tuesday,3.95000004768372,0,0,3.95000004768372,0,0,0,227,732,5980,Moderately Active,1861,Medium,1,436,490
2347167796,2016-04-27,Wednesday,7.57999992370605,1.86000001430511,0.400000005960464,5.32000017166138,0,26,9,295,623,11423,Moderately Active,2194,Medium,1,448,499
2347167796,2016-04-28,Thursday,3.59999990463257,0,0,3.59999990463257,0,0,0,229,764,5439,Moderately Active,1854,Medium,1,408,450
2347167796,2016-04-29,Friday,0.0299999993294477,0,0,0.0299999993294477,0,0,0,4,2,42,Sedentary,403,Low,1,411,473
2873212765,2016-04-12,Tuesday,5.90999984741211,0.109999999403954,0.930000007152557,4.88000011444092,0,2,21,356,1061,8796,Moderately Active,1982,Medium,0,0,0
2873212765,2016-04-13,Wednesday,5.11999988555908,0,0.219999998807907,4.88000011444092,0.0199999995529652,0,8,404,1028,7618,Moderately Active,2004,Medium,0,0,0
2873212765,2016-04-14,Thursday,5.32000017166138,0,0,5.32000017166138,0,0,0,331,1109,7910,Moderately Active,1893,Medium,0,0,0
2873212765,2016-04-15,Friday,5.69999980926514,0,0,5.69000005722046,0.00999999977648258,0,0,448,992,8482,Moderately Active,2063,Medium,0,0,0
2873212765,2016-04-16,Saturday,6.65000009536743,3.10999989509583,0.0199999995529652,3.50999999046326,0.00999999977648258,47,1,305,1087,9685,Moderately Active,2148,Medium,0,0,0
2873212765,2016-04-17,Sunday,1.70000004768372,0,0.349999994039536,1.3400000333786,0,0,8,160,1272,2524,Light Active,1529,Low,0,0,0
2873212765,2016-04-18,Monday,5.23999977111816,0.0700000002980232,0.280000001192093,4.8899998664856,0,1,6,311,1122,7762,Moderately Active,1890,Medium,0,0,0
2873212765,2016-04-19,Tuesday,5.36999988555908,0,0,5.3600001335144,0,0,0,389,1051,7948,Moderately Active,1956,Medium,0,0,0
2873212765,2016-04-20,Wednesday,6.30000019073486,1.50999999046326,0.119999997317791,4.65999984741211,0.00999999977648258,22,5,378,1035,9202,Moderately Active,2094,Medium,0,0,0
2873212765,2016-04-21,Thursday,5.98000001907349,0.129999995231628,0.370000004768372,5.46999979019165,0.00999999977648258,2,10,371,1057,8859,Moderately Active,1970,Medium,0,0,0
2873212765,2016-04-22,Friday,4.90000009536743,0.46000000834465,0,4.42000007629395,0.0199999995529652,46,0,366,1028,7286,Moderately Active,2241,Medium,0,0,0
2873212765,2016-04-23,Saturday,6.34999990463257,2.08999991416931,0.230000004172325,4.01999998092651,0.00999999977648258,28,5,330,1077,9317,Moderately Active,2021,Medium,0,0,0
2873212765,2016-04-24,Sunday,4.67999982833862,3,0.0599999986588955,1.62000000476837,0,46,1,190,1203,6873,Moderately Active,1898,Medium,0,0,0
2873212765,2016-04-25,Monday,4.94999980926514,0,0,4.94999980926514,0,0,0,359,1081,7373,Moderately Active,1907,Medium,0,0,0
2873212765,2016-04-26,Tuesday,5.53999996185303,0.119999997317791,0.180000007152557,5.23999977111816,0,2,5,309,1124,8242,Moderately Active,1882,Medium,0,0,0
2873212765,2016-04-27,Wednesday,2.35999989509583,0,0,2.35999989509583,0,46,0,197,1197,3516,Light Active,1966,Medium,0,0,0
2873212765,2016-04-28,Thursday,5.40999984741211,2.16000008583069,0.340000003576279,2.91000008583069,0,28,7,213,1192,7913,Moderately Active,1835,Medium,0,0,0
2873212765,2016-04-29,Friday,4.94999980926514,1.36000001430511,1.4099999666214,2.1800000667572,0,20,23,206,1191,7365,Moderately Active,1780,Low,0,0,0
2873212765,2016-04-30,Saturday,5.67999982833862,0.330000013113022,1.08000004291534,4.26000022888184,0.00999999977648258,5,20,248,1167,8452,Moderately Active,1830,Medium,0,0,0
2873212765,2016-05-01,Sunday,4.96999979019165,0.490000009536743,1.03999996185303,3.44000005722046,0,7,18,196,1219,7399,Moderately Active,1739,Low,0,0,0
2873212765,2016-05-02,Monday,5.05999994277954,0,0.209999993443489,4.82999992370605,0.0199999995529652,0,7,334,1099,7525,Moderately Active,1878,Medium,0,0,0
2873212765,2016-05-03,Tuesday,4.98000001907349,0.0599999986588955,0.25,4.65999984741211,0.00999999977648258,1,6,363,1070,7412,Moderately Active,1906,Medium,0,0,0
2873212765,2016-05-04,Wednesday,5.55999994277954,0,0,5.55999994277954,0,0,0,420,1020,8278,Moderately Active,2015,Medium,0,0,0
2873212765,2016-05-05,Thursday,5.6100001335144,0.779999971389771,0.800000011920929,4.03000020980835,0,13,23,311,1093,8314,Moderately Active,1971,Medium,0,0,0
2873212765,2016-05-06,Friday,4.75,0,0.119999997317791,4.6100001335144,0.00999999977648258,0,5,370,1065,7063,Moderately Active,1910,Medium,0,0,0
2873212765,2016-05-07,Saturday,3.38000011444092,2.27999997138977,0.550000011920929,0.550000011920929,0,75,11,52,1302,4940,Light Active,1897,Medium,0,0,0
2873212765,2016-05-08,Sunday,5.53999996185303,2.90000009536743,0,2.64000010490417,0,46,0,326,1068,8168,Moderately Active,2096,Medium,0,0,0
2873212765,2016-05-09,Monday,5.19000005722046,0,0,5.19000005722046,0,0,0,345,1095,7726,Moderately Active,1906,Medium,0,0,0
2873212765,2016-05-10,Tuesday,5.55999994277954,0,0,5.55000019073486,0.00999999977648258,0,0,373,1067,8275,Moderately Active,1962,Medium,0,0,0
2873212765,2016-05-11,Wednesday,4.32999992370605,0,0,4.32000017166138,0.00999999977648258,0,0,319,1121,6440,Moderately Active,1826,Medium,0,0,0
2873212765,2016-05-12,Thursday,5.1100001335144,0,0,5.1100001335144,0,0,0,268,720,7566,Moderately Active,1431,Low,0,0,0
3372868164,2016-04-12,Tuesday,3.24000000953674,0,0,3.23000001907349,0.00999999977648258,0,0,280,1160,4747,Light Active,1788,Low,0,0,0
3372868164,2016-04-13,Wednesday,6.63000011444092,0.990000009536743,0.340000003576279,5.26999998092651,0.0199999995529652,16,8,371,1045,9715,Moderately Active,2093,Medium,0,0,0
3372868164,2016-04-14,Thursday,6.03000020980835,0.340000003576279,1.02999997138977,4.65000009536743,0.00999999977648258,6,25,370,1039,8844,Moderately Active,2065,Medium,0,0,0
3372868164,2016-04-15,Friday,5.07999992370605,0,0,5.05999994277954,0.0199999995529652,0,0,335,1105,7451,Moderately Active,1908,Medium,0,0,0
3372868164,2016-04-16,Saturday,4.73000001907349,0,0,4.69999980926514,0.0299999993294477,0,0,356,1084,6905,Moderately Active,1908,Medium,0,0,0
3372868164,2016-04-17,Sunday,5.88000011444092,1.4099999666214,0.100000001490116,4.3600001335144,0.00999999977648258,11,2,322,1105,8199,Moderately Active,1964,Medium,0,0,0
3372868164,2016-04-18,Monday,4.6399998664856,1.08000004291534,0.200000002980232,3.34999990463257,0,20,7,343,1070,6798,Moderately Active,2014,Medium,0,0,0
3372868164,2016-04-19,Tuesday,5.26000022888184,0,0,5.23999977111816,0.0199999995529652,0,0,376,1064,7711,Moderately Active,1985,Medium,0,0,0
3372868164,2016-04-20,Wednesday,3.32999992370605,0.839999973773956,0.0900000035762787,2.38000011444092,0.0199999995529652,15,3,274,1148,4880,Light Active,1867,Medium,0,0,0
3372868164,2016-04-21,Thursday,6.07000017166138,1.14999997615814,0.259999990463257,4.6399998664856,0.00999999977648258,18,9,376,1037,8857,Moderately Active,2124,Medium,0,0,0
3372868164,2016-04-22,Friday,2.61999988555908,0,0,2.60999989509583,0.00999999977648258,0,0,206,1234,3843,Light Active,1669,Low,0,0,0
3372868164,2016-04-23,Saturday,5.07000017166138,1.39999997615814,0.0799999982118607,3.57999992370605,0,20,2,303,1115,7396,Moderately Active,1995,Medium,0,0,0
3372868164,2016-04-24,Sunday,4.59000015258789,0.889999985694885,0.189999997615814,3.49000000953674,0.0199999995529652,14,7,292,1127,6731,Moderately Active,1921,Medium,0,0,0
3372868164,2016-04-25,Monday,4.09000015258789,0,0,4.09000015258789,0,0,0,416,1024,5995,Moderately Active,2010,Medium,0,0,0
3372868164,2016-04-26,Tuesday,5.78999996185303,1.85000002384186,0.0500000007450581,3.86999988555908,0.00999999977648258,22,2,333,1083,8283,Moderately Active,2057,Medium,0,0,0
3372868164,2016-04-27,Wednesday,5.42000007629395,1.58000004291534,0.629999995231628,3.19000005722046,0.00999999977648258,24,13,346,1057,7904,Moderately Active,2095,Medium,0,0,0
3372868164,2016-04-28,Thursday,3.75999999046326,0,0,3.75999999046326,0,0,0,385,1055,5512,Moderately Active,1972,Medium,0,0,0
3372868164,2016-04-29,Friday,6.23000001907349,0,0,6.21999979019165,0.00999999977648258,0,0,402,1038,9135,Moderately Active,2044,Medium,0,0,0
3372868164,2016-04-30,Saturday,3.57999992370605,1.05999994277954,0.0900000035762787,2.42000007629395,0.00999999977648258,17,4,300,1119,5250,Moderately Active,1946,Medium,0,0,0
3372868164,2016-05-01,Sunday,2.09999990463257,0,0,2.08999991416931,0,0,0,172,842,3077,Light Active,1237,Low,0,0,0
3977333714,2016-04-12,Tuesday,5.98000001907349,3.05999994277954,0.910000026226044,2.00999999046326,0,44,19,131,777,8856,Moderately Active,1450,Low,1,274,469
3977333714,2016-04-13,Wednesday,6.71000003814697,2.02999997138977,2.13000011444092,2.54999995231628,0,31,46,153,754,10035,Moderately Active,1495,Low,2,295,456
3977333714,2016-04-14,Thursday,5.1100001335144,0.319999992847443,0.970000028610229,3.8199999332428,0,5,23,214,801,7641,Moderately Active,1433,Low,1,291,397
3977333714,2016-04-15,Friday,6.05999994277954,1.04999995231628,1.75,3.25999999046326,0,15,42,183,644,9010,Moderately Active,1468,Low,1,424,556
3977333714,2016-04-16,Saturday,9,2.02999997138977,4,2.97000002861023,0,31,83,153,663,13459,Moderately Active,1625,Low,1,283,510
3977333714,2016-04-17,Sunday,6.96999979019165,0.699999988079071,2.34999990463257,3.92000007629395,0,11,58,205,600,10415,Moderately Active,1529,Low,1,381,566
3977333714,2016-04-18,Monday,7.80000019073486,0.25,3.73000001907349,3.8199999332428,0,4,95,214,605,11663,Moderately Active,1584,Low,2,412,522
3977333714,2016-04-19,Tuesday,8.77999973297119,2.24000000953674,2.45000004768372,3.96000003814697,0,19,67,221,738,12414,Moderately Active,1638,Low,1,219,395
3977333714,2016-04-20,Wednesday,7.82999992370605,0.200000002980232,4.34999990463257,3.27999997138977,0,2,98,164,845,11658,Moderately Active,1554,Low,2,152,305
3977333714,2016-04-21,Thursday,4.07999992370605,0,0,4.05999994277954,0,0,0,242,712,6093,Moderately Active,1397,Low,1,332,512
3977333714,2016-04-22,Friday,5.96000003814697,2.32999992370605,0.579999983310699,3.05999994277954,0,33,12,188,731,8911,Moderately Active,1481,Low,1,355,476
3977333714,2016-04-23,Saturday,8.06999969482422,0,4.21999979019165,3.84999990463257,0,0,92,252,724,12058,Moderately Active,1638,Low,1,235,372
3977333714,2016-04-24,Sunday,10,3.26999998092651,4.55999994277954,2.17000007629395,0,30,95,129,660,14112,Moderately Active,1655,Low,1,310,526
3977333714,2016-04-25,Monday,8.47999954223633,5.61999988555908,0.430000007152557,2.41000008583069,0,50,9,133,781,11177,Moderately Active,1570,Low,1,262,467
3977333714,2016-04-26,Tuesday,7.61999988555908,0.449999988079071,4.21999979019165,2.95000004768372,0,7,95,170,797,11388,Moderately Active,1551,Low,1,250,371
3977333714,2016-04-27,Wednesday,5.03999996185303,0,0.419999986886978,4.61999988555908,0,0,10,176,714,7193,Moderately Active,1377,Low,1,349,540
3977333714,2016-04-28,Thursday,4.88000011444092,1.37000000476837,0.28999999165535,3.22000002861023,0,15,8,190,804,7114,Moderately Active,1407,Low,1,261,423
3977333714,2016-04-29,Friday,7.75,3.74000000953674,1.29999995231628,2.71000003814697,0,36,32,150,744,10645,Moderately Active,1545,Low,1,333,478
3977333714,2016-04-30,Saturday,9.19999980926514,3.69000005722046,2.09999990463257,3.41000008583069,0,43,52,194,687,13238,Moderately Active,1650,Low,1,237,382
3977333714,2016-05-01,Sunday,7.07000017166138,2.67000007629395,1.98000001907349,2.41000008583069,0,41,40,124,691,10414,Moderately Active,1501,Low,1,383,626
3977333714,2016-05-02,Monday,11.0500001907349,1.53999996185303,6.48000001907349,3.01999998092651,0,24,143,176,713,16520,Very Active,1760,Low,1,230,384
3977333714,2016-05-03,Tuesday,9.59000015258789,3.3199999332428,1.74000000953674,4.53000020980835,0,47,41,258,594,14335,Moderately Active,1710,Low,1,292,500
3977333714,2016-05-04,Wednesday,9.4399995803833,1.80999994277954,4.57999992370605,2.89000010490417,0,14,96,142,852,13559,Moderately Active,1628,Low,1,213,336
3977333714,2016-05-05,Thursday,8.57999992370605,1.75999999046326,4.1100001335144,2.71000003814697,0,14,88,178,680,12312,Moderately Active,1618,Low,1,318,480
3977333714,2016-05-06,Friday,8.27999973297119,3.10999989509583,2.50999999046326,2.67000007629395,0,29,55,168,676,11677,Moderately Active,1590,Low,1,323,512
3977333714,2016-05-07,Saturday,7.73000001907349,0,4.13000011444092,3.58999991416931,0,0,86,208,703,11550,Moderately Active,1574,Low,1,237,443
3977333714,2016-05-08,Sunday,9.09000015258789,0.680000007152557,5.23999977111816,3.17000007629395,0,9,116,171,688,13585,Moderately Active,1633,Low,2,259,456
3977333714,2016-05-09,Monday,10.0799999237061,0.769999980926514,5.59999990463257,3.54999995231628,0,8,122,151,1159,14687,Moderately Active,1667,Low,0,0,0
3977333714,2016-05-10,Tuesday,8.77999973297119,0.0700000002980232,5.40000009536743,3.30999994277954,0,1,115,196,676,13072,Moderately Active,1630,Low,1,312,452
3977333714,2016-05-11,Wednesday,0.5,0.370000004768372,0,0.129999995231628,0,4,0,9,13,746,Light Active,52,Low,0,0,0
4020332650,2016-04-12,Tuesday,6.11999988555908,0.150000005960464,0.239999994635582,5.67999982833862,0,4,15,331,712,8539,Moderately Active,3654,High,1,501,541
4020332650,2016-04-13,Wednesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1981,Medium,0,0,0
4020332650,2016-04-14,Thursday,0.0799999982118607,0,0,0.0299999993294477,0,0,0,3,1437,108,Sedentary,2011,Medium,0,0,0
4020332650,2016-04-15,Friday,1.35000002384186,0.209999993443489,0.360000014305115,0.769999980926514,0,36,18,87,1299,1882,Light Active,2951,High,0,0,0
4020332650,2016-04-16,Saturday,1.41999995708466,0.449999988079071,0.370000004768372,0.589999973773956,0,65,21,55,1222,1982,Light Active,3051,High,1,77,77
4020332650,2016-04-17,Sunday,0.00999999977648258,0,0,0.00999999977648258,0,0,0,2,1438,16,Sedentary,1990,Medium,0,0,0
4020332650,2016-04-18,Monday,0.0399999991059303,0,0,0.0399999991059303,0,0,0,2,1438,62,Sedentary,1995,Medium,0,0,0
4020332650,2016-04-19,Tuesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-20,Wednesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-21,Thursday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-22,Friday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-23,Saturday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-24,Sunday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-25,Monday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-26,Tuesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-27,Wednesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-28,Thursday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-29,Friday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-04-30,Saturday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-05-01,Sunday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1980,Medium,0,0,0
4020332650,2016-05-02,Monday,0.340000003576279,0,0.0399999991059303,0.28999999165535,0,0,11,31,1350,475,Sedentary,2207,Medium,0,0,0
4020332650,2016-05-03,Tuesday,3.22000002861023,0,0,3.15000009536743,0.0500000007450581,0,0,174,950,4496,Light Active,2828,High,1,322,332
4020332650,2016-05-04,Wednesday,7.34999990463257,0.670000016689301,1.03999996185303,5.57999992370605,0,13,46,346,531,10252,Moderately Active,3879,High,1,478,536
